employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
67332,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,30,5,6,0,0,49,0
853,HR,region_22,Bachelor's,m,other,1,29,3,5,0,0,55,0
51850,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,45,3,6,0,0,47,0
17333,Procurement,region_2,Bachelor's,f,sourcing,1,31,5,7,1,0,69,0
36481,Operations,region_4,Bachelor's,m,sourcing,1,26,4,2,0,0,55,0
57758,Technology,region_6,Bachelor's,m,other,1,32,3,3,0,0,76,0
52703,Sales & Marketing,region_28,Bachelor's,m,sourcing,2,38,1,3,0,0,45,0
41766,Operations,region_15,Bachelor's,m,other,1,31,3,7,0,0,61,0
15864,HR,region_26,Bachelor's,f,other,1,26,3,3,0,0,47,0
62339,HR,region_23,Bachelor's,m,other,1,31,3,6,1,0,51,0
22571,Sales & Marketing,region_2,Master's & above,f,other,1,39,3,11,1,0,50,0
48528,Procurement,region_2,Master's & above,f,sourcing,1,46,3,13,1,0,69,1
39514,Analytics,region_30,Bachelor's,m,other,1,29,5,3,1,0,86,1
52026,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,44,2,4,0,0,48,0
25128,Analytics,region_22,Bachelor's,m,other,1,36,4,3,1,0,88,0
68387,Operations,region_28,Bachelor's,f,sourcing,1,28,3,5,0,0,58,0
11725,Sales & Marketing,region_2,Master's & above,f,other,1,46,3,3,1,0,49,0
56074,Procurement,region_29,Bachelor's,m,sourcing,1,35,5,2,1,0,69,0
73212,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,29,4,2,0,0,49,0
19117,HR,region_22,Master's & above,f,other,1,36,5,13,0,0,52,0
52509,Finance,region_2,Bachelor's,m,sourcing,1,31,4,4,1,0,63,0
53490,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,37,3,8,0,0,53,0
54827,Sales & Marketing,region_28,,m,other,1,36,2,4,0,0,48,0
55894,Procurement,region_27,Bachelor's,m,other,1,31,3,5,0,0,69,0
51061,Technology,region_2,Bachelor's,f,other,3,33,1,9,0,0,76,0
18352,Technology,region_16,Bachelor's,m,sourcing,1,26,3,3,1,0,79,0
52432,Finance,region_3,Bachelor's,m,other,2,28,1,5,0,1,66,0
52614,Technology,region_7,Bachelor's,f,sourcing,1,34,3,4,0,0,83,0
23297,Legal,region_2,Bachelor's,m,other,1,52,5,2,0,0,55,0
38343,HR,region_32,Bachelor's,f,other,1,32,1,5,0,0,51,0
48421,Technology,region_2,Below Secondary,f,other,1,23,,1,0,0,76,0
11757,Finance,region_11,Bachelor's,f,other,1,29,4,9,1,0,58,0
55559,HR,region_28,Bachelor's,m,sourcing,1,31,5,3,0,0,52,0
32971,Operations,region_2,Bachelor's,f,sourcing,1,39,4,5,0,0,58,0
4918,Sales & Marketing,region_12,Bachelor's,f,other,1,26,5,3,1,0,54,0
38347,Procurement,region_17,Bachelor's,m,sourcing,1,31,3,9,0,0,73,0
36565,Operations,region_27,Master's & above,m,other,1,38,4,12,0,0,59,0
19348,Sales & Marketing,region_6,Bachelor's,m,other,1,38,4,9,0,0,48,0
32863,Procurement,region_2,Bachelor's,m,sourcing,1,53,2,4,0,0,72,0
28872,HR,region_32,Bachelor's,m,other,1,30,3,5,0,0,57,0
14132,Analytics,region_2,Bachelor's,m,other,2,41,2,13,1,0,82,1
26382,Sales & Marketing,region_2,,m,referred,1,25,5,2,0,0,46,0
16788,HR,region_2,Bachelor's,m,other,1,46,4,15,1,0,47,0
5286,Technology,region_23,Bachelor's,m,other,1,26,4,2,0,0,78,0
7945,Technology,region_13,Bachelor's,f,sourcing,2,33,2,4,0,0,79,0
22738,R&D,region_22,Bachelor's,m,sourcing,1,34,5,5,0,0,84,0
64483,Procurement,region_2,Bachelor's,f,other,1,29,1,3,0,0,72,0
20601,Analytics,region_2,,m,sourcing,1,28,5,8,0,0,87,0
31727,Procurement,region_13,Bachelor's,m,other,1,34,3,8,0,0,73,0
2363,Procurement,region_4,Master's & above,f,sourcing,1,35,4,6,0,0,63,0
34577,Sales & Marketing,region_11,Bachelor's,f,sourcing,1,26,,1,0,0,47,0
8908,Procurement,region_7,Master's & above,m,sourcing,2,41,3,11,0,0,69,0
8860,Sales & Marketing,region_7,,m,other,2,25,5,2,1,0,44,0
70361,Sales & Marketing,region_25,Bachelor's,f,sourcing,1,29,3,2,0,0,49,0
48039,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,40,3,6,0,0,49,0
64698,Operations,region_15,Master's & above,m,referred,1,36,5,8,1,1,62,0
12390,Operations,region_24,Bachelor's,m,other,1,27,1,3,0,0,59,0
71704,Operations,region_7,Bachelor's,m,other,1,42,3,4,0,0,60,0
18250,Sales & Marketing,region_2,Master's & above,m,sourcing,1,46,1,15,0,0,49,0
29951,Operations,region_7,Bachelor's,m,other,1,25,3,2,0,0,61,0
57380,Operations,region_22,Bachelor's,f,other,1,37,3,4,1,0,62,0
47532,Operations,region_27,Bachelor's,m,other,1,26,5,3,1,0,60,0
59471,Technology,region_7,Bachelor's,m,sourcing,1,41,5,9,1,0,84,0
7578,Procurement,region_4,Master's & above,m,other,1,46,4,11,0,0,70,0
56125,Finance,region_7,Bachelor's,f,other,1,27,5,3,0,0,55,0
76225,Analytics,region_22,Bachelor's,m,referred,2,32,3,9,0,0,81,0
59927,Operations,region_15,Bachelor's,m,other,1,29,4,3,1,0,59,0
74610,Analytics,region_22,Bachelor's,f,other,2,27,3,4,0,1,81,1
37695,Finance,region_2,Bachelor's,f,other,1,48,5,12,0,0,61,0
234,Legal,region_11,Bachelor's,m,sourcing,1,37,4,10,0,0,56,0
32839,Operations,region_19,Master's & above,m,sourcing,1,48,3,9,0,0,61,0
28602,Analytics,region_22,,m,sourcing,2,27,3,2,0,0,83,0
12658,Analytics,region_28,Bachelor's,m,sourcing,1,37,2,3,0,0,83,0
51168,Legal,region_7,Below Secondary,m,sourcing,1,28,3,2,1,0,59,0
48671,Analytics,region_7,Bachelor's,m,other,1,35,5,5,0,0,89,0
8253,HR,region_2,Master's & above,m,sourcing,1,45,4,5,0,0,47,0
36154,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,35,1,4,0,0,48,0
15514,Sales & Marketing,region_2,,m,other,1,32,4,7,0,0,50,0
56685,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,27,3,4,0,0,51,0
69079,Operations,region_15,Bachelor's,m,other,1,38,5,9,1,0,61,0
1906,Sales & Marketing,region_11,Bachelor's,m,sourcing,2,28,3,3,0,0,49,0
15025,Procurement,region_6,Bachelor's,m,other,3,27,4,3,1,0,68,1
1655,Operations,region_22,Bachelor's,m,other,2,30,3,5,0,0,59,0
1771,Technology,region_17,Bachelor's,m,other,1,39,4,14,0,0,88,1
66009,Sales & Marketing,region_2,Bachelor's,m,other,2,31,3,4,0,0,49,0
9699,Technology,region_13,Bachelor's,f,other,1,26,1,3,0,0,77,0
63774,Sales & Marketing,region_2,Bachelor's,f,other,1,31,4,5,1,0,49,1
23788,Technology,region_31,Bachelor's,m,other,1,41,3,4,0,0,78,0
28610,Sales & Marketing,region_16,Bachelor's,f,other,1,40,4,7,0,0,45,0
54263,Analytics,region_2,Bachelor's,f,other,2,34,4,5,0,0,83,0
34733,Operations,region_13,Bachelor's,m,other,1,30,3,5,0,0,59,0
2682,Technology,region_5,Bachelor's,m,other,1,33,3,6,1,0,74,0
30417,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,26,,1,0,0,49,0
14634,Procurement,region_2,Below Secondary,m,other,1,25,,1,0,0,72,0
4560,Operations,region_15,Master's & above,m,other,1,36,1,4,1,0,58,0
7088,HR,region_2,Master's & above,m,sourcing,1,60,4,3,0,0,44,0
73722,Procurement,region_13,Bachelor's,f,sourcing,2,24,,1,0,0,66,0
77332,Procurement,region_16,Bachelor's,f,other,3,30,3,5,1,1,73,0
60744,Operations,region_2,Bachelor's,f,sourcing,1,35,5,10,1,0,58,0
12147,Procurement,region_34,Bachelor's,m,other,1,29,5,4,1,0,70,0
24140,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,54,3,14,0,0,47,0
71511,Technology,region_2,Bachelor's,m,sourcing,1,31,4,4,1,0,83,0
11201,Analytics,region_11,Bachelor's,m,other,1,28,5,4,1,0,85,0
27020,Sales & Marketing,region_7,Master's & above,m,sourcing,2,33,3,2,0,0,52,0
49626,Analytics,region_2,,m,sourcing,1,32,5,5,0,0,85,0
72714,Operations,region_7,Bachelor's,f,other,1,37,4,9,1,0,55,0
40608,Analytics,region_22,Bachelor's,m,sourcing,2,30,5,9,1,0,85,0
23204,Operations,region_2,Bachelor's,f,other,1,31,4,5,1,0,60,0
76387,Operations,region_7,Bachelor's,m,other,1,30,1,5,0,0,59,0
37768,Technology,region_23,Master's & above,m,sourcing,1,34,4,7,0,0,79,0
4599,R&D,region_3,Master's & above,m,sourcing,2,38,3,3,0,0,83,0
65189,Operations,region_29,Bachelor's,f,sourcing,1,28,3,4,0,0,60,0
58232,Procurement,region_2,Master's & above,m,sourcing,1,31,,1,0,0,69,0
15197,Technology,region_22,Master's & above,m,sourcing,2,33,3,6,0,0,82,0
74169,Operations,region_16,Bachelor's,m,other,1,36,3,9,0,0,58,0
13182,Sales & Marketing,region_22,Bachelor's,f,other,2,27,,1,0,0,56,0
74387,Procurement,region_2,Bachelor's,m,sourcing,1,36,2,9,1,0,70,0
19356,Procurement,region_30,Master's & above,m,other,1,33,4,9,0,0,69,0
61723,Sales & Marketing,region_16,Master's & above,m,other,1,48,3,9,0,0,44,0
54653,Procurement,region_2,Bachelor's,m,sourcing,3,34,1,3,0,0,71,0
46722,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,35,4,8,1,0,49,0
49225,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,32,4,7,0,0,50,0
19081,Sales & Marketing,region_2,,m,other,1,58,1,17,0,0,53,0
21715,Operations,region_19,Bachelor's,m,sourcing,1,33,4,6,1,0,57,0
15306,Operations,region_22,Master's & above,f,other,1,35,3,4,0,1,96,1
8519,Procurement,region_2,Bachelor's,m,sourcing,1,60,3,3,0,0,72,0
17604,Sales & Marketing,region_15,Bachelor's,m,other,1,31,4,4,1,0,45,0
45945,Operations,region_2,Bachelor's,m,sourcing,1,29,5,2,1,0,63,0
42466,Operations,region_6,Bachelor's,f,other,2,33,3,3,0,0,58,0
48269,Procurement,region_2,Bachelor's,m,other,2,37,3,9,0,0,72,0
37198,Sales & Marketing,region_2,,f,other,1,23,3,1,0,0,46,0
27996,Technology,region_12,Bachelor's,m,other,2,26,2,3,0,0,77,0
52865,Legal,region_5,Bachelor's,m,sourcing,1,29,3,5,0,0,61,0
21486,Sales & Marketing,region_22,Master's & above,f,sourcing,1,36,1,7,0,0,54,0
55513,Legal,region_27,Bachelor's,m,other,1,33,3,4,0,0,61,0
1014,Operations,region_2,Bachelor's,f,other,1,32,5,5,1,0,56,0
68506,Procurement,region_2,Bachelor's,m,sourcing,2,51,1,24,0,0,67,0
55670,Procurement,region_2,Bachelor's,m,sourcing,1,37,3,11,0,0,70,0
7371,R&D,region_7,Master's & above,m,other,1,35,5,7,1,0,83,0
78258,R&D,region_27,Bachelor's,m,sourcing,2,33,3,5,1,0,88,0
14062,Operations,region_2,Bachelor's,m,sourcing,1,33,3,5,1,0,53,0
31467,Procurement,region_2,Master's & above,m,sourcing,1,58,4,7,0,0,68,0
54632,Finance,region_31,Bachelor's,m,sourcing,1,30,4,2,0,0,58,0
28048,Sales & Marketing,region_5,Bachelor's,m,other,1,37,2,10,0,0,49,0
57867,Sales & Marketing,region_26,Bachelor's,m,sourcing,2,33,1,5,0,0,50,0
76079,Analytics,region_22,Bachelor's,m,referred,1,29,,1,1,0,87,0
61413,Technology,region_23,Master's & above,f,sourcing,1,38,5,10,1,0,82,0
64875,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,34,1,8,0,0,53,0
42166,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,38,4,2,1,0,51,0
46076,Operations,region_13,Bachelor's,f,sourcing,1,37,5,7,1,0,59,0
13621,Sales & Marketing,region_25,Bachelor's,m,other,1,29,4,3,0,0,49,0
16856,Sales & Marketing,region_2,Bachelor's,f,other,1,60,3,6,0,1,49,0
78272,Sales & Marketing,region_28,Bachelor's,f,other,1,31,5,2,0,0,48,0
8733,R&D,region_7,Bachelor's,m,sourcing,1,30,4,2,1,0,87,0
34169,Procurement,region_13,Bachelor's,f,sourcing,1,36,3,9,1,0,66,0
38340,Operations,region_14,Bachelor's,f,other,1,35,3,10,0,0,61,0
23594,R&D,region_26,Bachelor's,m,sourcing,1,41,3,7,1,1,81,0
15643,Technology,region_7,Bachelor's,f,sourcing,1,30,3,4,0,0,89,1
14574,Sales & Marketing,region_9,Bachelor's,f,sourcing,1,29,3,5,0,0,53,0
17036,HR,region_26,Bachelor's,m,other,1,30,3,5,1,0,90,1
39162,Procurement,region_2,Bachelor's,f,sourcing,1,55,3,8,0,0,69,0
20980,Sales & Marketing,region_31,,m,other,1,34,3,4,0,0,51,0
63484,Analytics,region_29,Master's & above,m,other,1,38,3,4,1,0,81,0
57264,HR,region_5,Bachelor's,f,sourcing,1,32,5,7,1,0,52,0
60486,Operations,region_2,Bachelor's,m,other,1,38,2,10,0,0,59,0
5212,Sales & Marketing,region_29,Master's & above,m,sourcing,1,47,3,17,0,0,49,0
44764,Operations,region_32,Bachelor's,f,other,1,42,5,15,0,0,65,0
74447,Operations,region_22,Master's & above,m,other,1,31,5,4,1,0,57,1
3957,Technology,region_2,Master's & above,m,sourcing,2,38,3,9,1,0,91,1
39359,Technology,region_2,Bachelor's,f,sourcing,1,32,1,4,0,0,72,0
67043,Operations,region_2,Below Secondary,m,sourcing,1,23,3,2,0,0,59,0
44245,Sales & Marketing,region_22,Master's & above,f,sourcing,1,41,5,13,0,0,44,0
6110,Technology,region_16,Bachelor's,m,sourcing,1,51,5,3,1,1,84,0
37480,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,45,4,12,0,0,44,0
10471,Sales & Marketing,region_32,,m,sourcing,1,34,3,5,0,0,46,0
68376,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,29,,1,1,1,92,1
10233,Analytics,region_30,Bachelor's,m,other,1,30,3,4,0,0,90,0
40681,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,38,4,4,1,0,48,0
63806,Operations,region_22,Bachelor's,f,sourcing,1,48,5,3,1,0,63,1
43489,HR,region_7,Master's & above,m,other,1,38,4,3,0,0,49,0
5777,Legal,region_2,Bachelor's,m,other,1,31,3,4,1,0,59,0
288,Legal,region_22,Bachelor's,m,sourcing,1,30,4,3,0,0,62,0
11102,Technology,region_13,Bachelor's,m,referred,1,31,3,3,1,0,80,1
64826,Sales & Marketing,region_4,Master's & above,f,sourcing,1,34,3,9,1,0,45,0
32340,Sales & Marketing,region_2,Master's & above,m,sourcing,1,60,1,11,0,0,48,0
14958,Operations,region_2,Master's & above,m,sourcing,1,40,2,12,0,0,58,0
13418,Procurement,region_26,Master's & above,m,sourcing,1,55,3,7,0,0,69,0
49877,Sales & Marketing,region_16,Bachelor's,m,sourcing,2,45,3,5,0,0,48,0
31551,Sales & Marketing,region_6,Bachelor's,m,sourcing,2,29,1,4,0,0,51,0
34471,R&D,region_26,Master's & above,m,other,1,27,4,5,1,0,84,0
76873,Sales & Marketing,region_28,Master's & above,f,sourcing,1,34,4,7,0,0,64,1
40820,Analytics,region_20,Bachelor's,m,sourcing,2,28,3,4,1,0,85,0
9970,Sales & Marketing,region_2,Bachelor's,m,referred,1,37,1,5,0,0,50,0
56024,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,35,4,9,1,1,50,0
12831,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,30,2,3,1,0,51,0
35457,Analytics,region_2,Bachelor's,m,sourcing,1,36,3,5,1,0,81,0
67745,Operations,region_27,Master's & above,f,other,1,39,5,4,0,0,62,0
14080,Technology,region_13,Master's & above,m,other,1,54,1,4,0,0,78,0
6619,Sales & Marketing,region_2,Bachelor's,m,other,2,25,,1,1,0,50,0
2552,Legal,region_26,Bachelor's,m,sourcing,1,34,1,6,0,0,61,0
46198,Sales & Marketing,region_29,Master's & above,m,sourcing,1,32,1,7,0,0,47,0
74371,Finance,region_26,Bachelor's,m,other,1,29,5,6,0,0,66,0
17514,Technology,region_14,Bachelor's,m,other,3,32,5,5,1,0,84,1
37687,Sales & Marketing,region_29,Bachelor's,f,sourcing,1,27,3,2,0,0,53,0
41750,Procurement,region_7,Bachelor's,f,sourcing,1,32,5,7,1,0,73,1
3631,Sales & Marketing,region_4,Master's & above,m,sourcing,2,40,1,3,0,0,51,0
66626,Sales & Marketing,region_22,Bachelor's,m,other,8,26,,1,0,0,47,0
72122,Sales & Marketing,region_20,Master's & above,m,other,1,35,4,9,0,0,45,0
33770,Operations,region_29,Bachelor's,m,sourcing,1,34,4,2,0,0,61,0
69513,Analytics,region_22,Master's & above,f,other,1,32,1,6,0,0,85,0
67245,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,26,,1,1,1,90,1
369,Technology,region_31,Bachelor's,m,other,2,29,3,2,0,0,79,0
5911,Operations,region_13,Bachelor's,m,other,3,38,4,12,1,0,58,0
39041,Operations,region_14,Master's & above,m,other,1,38,5,7,1,0,58,0
54598,Operations,region_30,Bachelor's,m,sourcing,1,45,5,7,0,0,57,0
64874,Sales & Marketing,region_7,Bachelor's,m,other,2,31,4,6,0,0,48,0
22416,Analytics,region_2,,m,sourcing,1,26,5,5,1,0,84,0
76198,Technology,region_2,Bachelor's,f,sourcing,1,42,1,4,0,0,79,0
47111,Analytics,region_22,Master's & above,m,sourcing,1,27,,1,0,0,85,0
10025,Analytics,region_34,Bachelor's,m,other,1,27,4,3,0,0,88,0
78132,Sales & Marketing,region_4,Master's & above,m,other,1,57,1,16,0,0,47,0
12109,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,47,1,6,0,0,50,0
20760,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,41,3,15,0,0,54,0
63610,Analytics,region_31,Bachelor's,m,sourcing,1,29,3,6,0,0,85,0
926,Technology,region_10,Bachelor's,m,sourcing,1,33,3,7,0,0,80,0
50934,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,33,4,5,1,0,46,0
10265,HR,region_26,Bachelor's,m,other,1,31,5,9,1,0,47,0
51856,Sales & Marketing,region_23,Bachelor's,m,other,1,33,3,9,1,0,52,1
38641,Operations,region_4,Master's & above,m,sourcing,1,42,3,5,0,0,65,0
34952,Technology,region_7,Bachelor's,f,other,2,31,3,5,0,0,76,0
51395,Sales & Marketing,region_2,Master's & above,f,sourcing,2,35,3,9,0,0,49,0
51090,Technology,region_2,Bachelor's,f,other,1,47,3,17,0,0,84,0
8403,Analytics,region_31,Master's & above,m,sourcing,1,35,5,9,0,0,85,0
59652,R&D,region_2,Master's & above,m,other,2,42,1,14,0,0,87,0
3790,Sales & Marketing,region_22,Master's & above,m,other,1,41,5,6,1,0,49,0
36105,Procurement,region_23,Bachelor's,m,other,1,33,4,2,1,0,70,0
75204,Operations,region_32,Bachelor's,m,sourcing,1,27,5,5,0,0,63,0
44358,Legal,region_4,Bachelor's,m,other,1,30,4,3,1,0,60,0
67081,Finance,region_2,Master's & above,f,sourcing,1,40,4,9,1,0,58,0
30552,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,31,,1,0,0,45,0
3319,Analytics,region_2,,m,other,1,25,5,2,1,0,86,0
32419,Procurement,region_2,Bachelor's,f,sourcing,3,42,5,14,1,0,67,0
1628,Finance,region_7,Below Secondary,m,other,1,25,,1,0,0,63,0
5837,Operations,region_13,Bachelor's,m,sourcing,1,53,4,10,0,0,58,0
12603,Procurement,region_14,Bachelor's,m,sourcing,1,26,3,2,0,0,70,0
1768,Analytics,region_26,Bachelor's,m,sourcing,1,31,5,4,1,0,84,0
35368,Operations,region_27,Bachelor's,f,sourcing,1,43,3,10,1,0,62,1
44684,Finance,region_2,Bachelor's,f,other,1,33,3,6,0,0,58,0
3428,Sales & Marketing,region_11,Bachelor's,m,other,1,41,5,13,0,0,47,0
22187,Procurement,region_2,Bachelor's,m,referred,1,30,1,8,1,0,71,0
56847,Technology,region_11,Bachelor's,m,other,1,30,4,4,1,0,81,0
5968,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,32,3,3,0,0,52,0
17993,Operations,region_22,Bachelor's,m,other,1,33,1,7,0,0,58,0
60010,HR,region_2,Bachelor's,f,referred,1,32,3,7,0,0,50,0
4001,Finance,region_26,Bachelor's,m,other,3,26,3,4,1,0,60,0
39833,Sales & Marketing,region_13,Master's & above,m,other,3,36,3,9,0,0,44,0
36675,Procurement,region_13,Master's & above,f,sourcing,1,32,3,6,0,0,71,0
9815,Technology,region_15,Bachelor's,m,other,1,36,1,5,0,0,82,0
60871,Sales & Marketing,region_31,Master's & above,m,sourcing,1,38,2,3,1,0,48,0
1162,Sales & Marketing,region_10,Bachelor's,m,other,1,33,2,7,0,0,52,0
34355,Sales & Marketing,region_16,Master's & above,m,other,1,49,3,3,0,0,49,0
1036,Operations,region_27,Bachelor's,m,sourcing,1,35,3,6,1,0,64,0
41799,Sales & Marketing,region_23,Master's & above,m,sourcing,1,40,3,10,0,0,53,0
15473,HR,region_2,Bachelor's,m,sourcing,1,26,5,2,0,0,48,0
20489,Analytics,region_26,Bachelor's,m,other,1,32,4,4,0,0,85,0
56080,Procurement,region_2,Bachelor's,f,other,2,30,5,9,1,0,73,0
77619,Sales & Marketing,region_23,Master's & above,m,other,1,36,4,5,0,0,50,0
46650,Sales & Marketing,region_7,Bachelor's,m,other,1,43,2,5,0,0,51,0
53207,Analytics,region_27,Bachelor's,m,sourcing,1,39,1,6,0,0,89,0
10545,Sales & Marketing,region_26,Bachelor's,m,other,1,46,3,2,0,0,45,0
37863,Operations,region_22,Master's & above,m,sourcing,1,38,3,3,1,0,62,0
30530,Finance,region_31,Bachelor's,m,sourcing,1,31,3,5,0,0,56,0
74663,Analytics,region_2,Bachelor's,f,other,1,28,2,2,0,0,82,0
17834,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,25,1,1,0,0,44,0
74988,Operations,region_7,Bachelor's,m,sourcing,1,29,5,5,0,0,57,0
45574,Analytics,region_22,Bachelor's,m,referred,1,28,5,7,0,0,86,0
1336,Technology,region_2,Bachelor's,f,sourcing,1,51,3,7,0,0,81,0
63381,HR,region_13,Master's & above,f,other,1,44,1,15,0,0,45,0
2316,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,28,,1,0,0,50,0
66362,Procurement,region_2,Bachelor's,f,other,1,60,3,21,1,0,99,1
7536,Technology,region_27,Master's & above,f,other,1,50,3,6,0,0,71,0
19438,Operations,region_12,Bachelor's,f,sourcing,2,35,5,7,1,0,63,0
14178,Technology,region_22,Bachelor's,m,referred,2,26,5,3,1,0,82,0
18144,Operations,region_27,Master's & above,m,sourcing,1,44,3,15,0,0,57,0
47800,Technology,region_2,Master's & above,m,sourcing,2,46,5,6,1,0,78,1
14922,Procurement,region_2,Master's & above,f,sourcing,1,51,2,11,1,0,71,1
34521,Technology,region_5,Master's & above,m,sourcing,1,43,3,3,0,0,73,0
48119,Procurement,region_2,,f,sourcing,1,47,5,7,1,0,72,0
44009,Analytics,region_22,Bachelor's,f,sourcing,1,37,4,3,0,0,84,0
33116,Technology,region_16,Below Secondary,m,other,1,24,,1,0,0,80,0
40317,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,29,3,3,0,0,52,0
16719,Operations,region_29,Bachelor's,f,other,1,27,4,2,1,0,63,0
77131,Technology,region_2,Bachelor's,f,other,1,26,4,2,1,0,87,0
62011,Operations,region_22,Bachelor's,f,sourcing,1,24,3,2,1,0,63,0
24066,Operations,region_8,Bachelor's,m,other,1,31,3,3,0,0,64,0
65087,Sales & Marketing,region_25,,m,other,2,24,3,2,0,0,50,0
28521,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,42,5,4,0,0,48,0
48098,Sales & Marketing,region_22,Bachelor's,m,other,1,29,2,6,0,0,46,0
67915,Operations,region_8,Master's & above,f,other,1,38,4,10,0,0,58,0
12797,Operations,region_22,Bachelor's,m,sourcing,1,57,5,30,1,0,54,0
60113,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,27,3,2,0,0,49,0
74666,Technology,region_7,Master's & above,f,other,2,35,3,2,1,0,80,0
9452,Sales & Marketing,region_11,Bachelor's,m,other,1,36,1,7,0,0,43,0
16806,Operations,region_19,Master's & above,m,sourcing,1,50,3,14,0,0,59,0
159,Operations,region_22,Bachelor's,f,other,1,29,1,4,1,0,61,0
72535,Sales & Marketing,region_2,Master's & above,m,sourcing,1,51,3,13,0,0,51,0
35091,Operations,region_7,Master's & above,m,sourcing,2,48,5,6,1,0,59,0
76153,Procurement,region_23,Bachelor's,f,sourcing,1,35,5,7,0,0,72,0
4946,Operations,region_22,Master's & above,m,other,1,37,3,6,1,0,66,0
75231,Analytics,region_25,Bachelor's,m,other,1,28,4,5,0,0,88,0
53445,Procurement,region_14,Bachelor's,m,other,1,40,3,6,0,0,68,0
36701,Operations,region_2,Master's & above,m,other,1,56,5,27,1,0,57,0
8866,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,26,4,3,1,0,56,0
33573,Operations,region_15,,f,other,1,31,5,3,1,0,66,0
48860,Sales & Marketing,region_22,Master's & above,f,other,1,40,5,11,0,0,50,0
60646,HR,region_7,Bachelor's,m,sourcing,1,30,3,2,0,0,51,0
28063,Operations,region_13,Master's & above,m,other,1,43,3,10,0,0,62,0
31889,Operations,region_19,Bachelor's,m,other,1,35,5,8,1,0,57,0
69542,Sales & Marketing,region_19,Bachelor's,m,other,1,32,,1,1,0,97,1
41821,Operations,region_23,Master's & above,f,other,1,32,5,6,1,0,64,1
2234,Technology,region_27,Bachelor's,m,sourcing,1,32,5,3,0,0,81,0
73144,Operations,region_27,Master's & above,f,sourcing,1,37,4,8,0,0,58,0
65151,Legal,region_31,Bachelor's,f,other,1,33,5,3,1,0,60,0
577,Operations,region_11,Master's & above,m,other,1,36,4,10,1,0,60,0
42512,Analytics,region_28,Master's & above,m,sourcing,1,33,5,4,1,0,87,1
48093,Operations,region_27,Bachelor's,m,sourcing,1,39,3,12,0,0,62,0
34225,Procurement,region_20,Master's & above,m,sourcing,1,38,4,4,0,0,70,0
5756,Sales & Marketing,region_11,Bachelor's,m,sourcing,2,33,3,6,0,0,50,0
59159,Operations,region_22,Bachelor's,m,other,1,40,5,3,0,0,61,0
54414,Analytics,region_2,Bachelor's,m,other,2,32,3,6,0,0,84,0
76932,Operations,region_15,Bachelor's,f,other,1,29,3,7,0,0,61,0
73687,Sales & Marketing,region_13,Bachelor's,m,other,1,27,3,3,0,0,47,0
55567,Operations,region_14,Master's & above,m,other,1,38,3,7,1,0,57,0
66671,Operations,region_27,Master's & above,m,other,1,39,3,3,0,0,60,0
57201,Procurement,region_16,Master's & above,f,other,1,38,3,12,0,0,68,0
34773,Sales & Marketing,region_23,Bachelor's,m,other,1,29,1,3,0,0,52,0
55872,Analytics,region_1,Bachelor's,m,sourcing,1,29,3,7,0,0,84,0
72548,Analytics,region_21,Bachelor's,m,other,1,27,2,2,0,0,82,0
55047,Analytics,region_29,Bachelor's,m,sourcing,2,29,5,5,1,0,84,0
16056,Analytics,region_22,Bachelor's,m,other,1,35,2,7,0,0,80,0
19609,Analytics,region_23,Master's & above,m,other,1,44,3,5,0,0,84,0
4772,Procurement,region_2,Master's & above,m,other,1,47,3,2,0,0,68,0
22681,Technology,region_28,Master's & above,m,other,1,32,2,3,0,0,76,0
